date,ticker,close,low,high
06.Jan.21,WTI,50.63,49.48,50.94
05.Jan.21,WTI,49.93,47.24,50.20
04.Jan.21,WTI,47.62,47.18,49.83
31.Dec.20,WTI,48.52,47.77,48.58
30.Dec.20,WTI,48.40,47.61,48.66
29.Dec.20,WTI,48.00,47.68,48.35
28.Dec.20,WTI,47.62,47.50,48.96
24.Dec.20,WTI,48.23,47.56,48.62
23.Dec.20,WTI,48.12,46.16,48.50
22.Dec.20,WTI,47.02,46.60,47.96
21.Dec.20,WTI,47.74,46.18,48.61
18.Dec.20,WTI,49.10,48.10,49.28
17.Dec.20,WTI,48.36,47.81,48.59
16.Dec.20,WTI,47.82,47.17,47.94
15.Dec.20,WTI,47.62,46.54,47.73
14.Dec.20,WTI,46.99,45.69,47.44
11.Dec.20,WTI,46.57,46.34,47.29
10.Dec.20,WTI,46.78,45.52,47.74
09.Dec.20,WTI,45.52,44.95,46.24
08.Dec.20,WTI,45.60,45.14,45.93
07.Dec.20,WTI,45.76,45.36,46.54
04.Dec.20,WTI,46.26,45.61,46.68
03.Dec.20,WTI,45.64,44.66,45.84
02.Dec.20,WTI,45.28,43.92,45.92
01.Dec.20,WTI,44.55,44.12,45.70
30.Nov.20,WTI,45.34,44.42,45.80
27.Nov.20,WTI,45.53,44.55,46.09
25.Nov.20,WTI,45.71,44.73,46.26
24.Nov.20,WTI,44.91,42.82,45.20
23.Nov.20,WTI,43.06,42.29,43.36
20.Nov.20,WTI,42.15,41.51,42.32
19.Nov.20,WTI,41.74,41.08,41.98
18.Nov.20,WTI,41.82,41.08,42.46
17.Nov.20,WTI,41.43,40.57,41.69
16.Nov.20,WTI,41.34,40.15,42.09
13.Nov.20,WTI,40.13,40.06,40.94
12.Nov.20,WTI,41.12,40.87,42.19
11.Nov.20,WTI,41.45,41.32,43.06
10.Nov.20,WTI,41.36,39.41,41.84
09.Nov.20,WTI,40.29,37.16,41.33
06.Nov.20,WTI,37.14,37.06,38.61
05.Nov.20,WTI,38.79,38.27,39.35
04.Nov.20,WTI,39.15,37.26,39.25
03.Nov.20,WTI,37.66,36.57,38.32
02.Nov.20,WTI,36.81,33.64,37.15
30.Oct.20,WTI,35.79,35.21,36.60
29.Oct.20,WTI,36.17,34.92,37.76
28.Oct.20,WTI,37.39,36.97,39.01
27.Oct.20,WTI,39.57,38.51,39.83
26.Oct.20,WTI,38.56,38.28,39.74
23.Oct.20,WTI,39.85,39.57,40.92
22.Oct.20,WTI,40.64,39.71,41.02
21.Oct.20,WTI,40.03,39.78,41.59
20.Oct.20,WTI,41.46,40.25,41.70
19.Oct.20,WTI,40.83,40.54,41.22
16.Oct.20,WTI,40.88,40.08,41.05
15.Oct.20,WTI,40.96,39.22,41.29
14.Oct.20,WTI,41.04,39.82,41.16
13.Oct.20,WTI,40.20,39.35,40.53
12.Oct.20,WTI,39.43,39.04,40.45
09.Oct.20,WTI,40.60,40.38,41.47
08.Oct.20,WTI,41.19,39.76,41.33
07.Oct.20,WTI,39.95,39.28,40.35
06.Oct.20,WTI,40.67,39.10,40.86
05.Oct.20,WTI,39.22,37.00,39.72
02.Oct.20,WTI,37.05,36.63,38.65
01.Oct.20,WTI,38.72,37.61,40.47
30.Sep.20,WTI,40.22,38.68,40.37
29.Sep.20,WTI,39.29,38.41,40.70
28.Sep.20,WTI,40.60,39.78,40.80
25.Sep.20,WTI,40.25,39.71,40.64
24.Sep.20,WTI,40.31,39.12,40.37
23.Sep.20,WTI,39.93,39.26,40.75
22.Sep.20,WTI,39.60,39.00,40.02
21.Sep.20,WTI,39.31,38.66,41.27
18.Sep.20,WTI,41.11,40.30,41.49
17.Sep.20,WTI,40.97,39.42,41.22
16.Sep.20,WTI,40.16,38.35,40.34
15.Sep.20,WTI,38.28,37.06,38.57
14.Sep.20,WTI,37.26,36.82,37.68
11.Sep.20,WTI,37.33,36.67,37.82
10.Sep.20,WTI,37.30,36.93,38.18
09.Sep.20,WTI,38.05,36.16,38.45
08.Sep.20,WTI,36.76,36.13,39.59
04.Sep.20,WTI,39.77,39.35,41.87
03.Sep.20,WTI,41.37,40.22,41.79
02.Sep.20,WTI,41.51,41.23,43.21
01.Sep.20,WTI,42.76,42.72,43.43
31.Aug.20,WTI,42.61,42.56,43.57
28.Aug.20,WTI,42.97,42.69,43.42
27.Aug.20,WTI,43.04,42.36,43.50
26.Aug.20,WTI,43.39,43.00,43.78
25.Aug.20,WTI,43.35,42.31,43.57
24.Aug.20,WTI,42.62,42.23,42.89
21.Aug.20,WTI,42.34,41.46,42.96
20.Aug.20,WTI,42.58,41.50,42.79
19.Aug.20,WTI,42.93,42.36,43.03
18.Aug.20,WTI,42.89,42.11,42.99
17.Aug.20,WTI,42.89,41.80,42.97
14.Aug.20,WTI,42.01,41.62,42.57
13.Aug.20,WTI,42.24,42.09,42.84
12.Aug.20,WTI,42.67,41.53,42.90
11.Aug.20,WTI,41.61,41.48,42.94
10.Aug.20,WTI,41.94,41.17,42.33
07.Aug.20,WTI,41.22,41.06,42.22
06.Aug.20,WTI,41.95,41.61,42.65
05.Aug.20,WTI,42.19,41.47,43.52
04.Aug.20,WTI,41.70,40.14,42.08
03.Aug.20,WTI,41.01,39.58,41.24
